folio,trim,unidad,region,ciudad,punto,turno,a1,a2,a3,a3_1,a3_1_1a,a3_1_1n,a3_1_2a,a3_1_2n,a4,a4_1,a5,a5_1,a6,a7,a8,a9,a9_1_1,a9_1_2,a9_1_3,a9_2,a9_3,a10,a10_1,a11_1,a11_1_1,a11_2,a11_2_1,a11_3,a11_3_1,a11_4,a11_4_1,a11_5,a11_5_1,a11_6,a11_6_1,a12p,a12e,a12m,a12u,a13,a14,a14_1e,a14_1m,a14_1u,a14_1u_b,a14_2es,a14_2cn,a15c,a15t,b1,b1_1,b1_2,b2,b3,b4_1,b4_2,b4_3,b4_4,b5,b5_1_1,b5_1_2,b6,b6_1,b7_1,b7_2,b7_3,b7_4,b7_5,b7_6,b8_1,b8_2,b8_3,b8_4,b8_5,b8_6,b8_7,b8_8,b8_1_1,b8_1_2,b8_1_3,b8_1_4,b8_1_5,b8_1_6,b8_1_7,b8_1_8,c1,c2c,c2u,c2_1,c3,c4,c4_1,c4_2,c4_3,c4_3_1_1,c4_3_1_2,c4_3_1_3,c4_3_1_4,c4_4_1,c4_4_2,c4_4_3,c4_4_4,c4_4_5,c4_4_6,c4_4_7,c4_4_8,c4_4_1c,c4_4_1u,c4_5_1,c4_5_2,c4_5_3,c4_5_4,c4_6c,c4_6t,c4_7,c4_8,d1,d2,d3,d4,d4_1,d4_1_1,d4_2,d5_0_1,d5_0_2,d5_0_3,d5_0_4,d5_0_5,d5_0_6,d5_0_7,d5_0_8,d5_0_9,d5_0_10,d5_0_11,d5_1_1,d5_1_1_1,d5_1_2,d5_1_2_1,d5_3,d6,d6_1,d6_2c,d6_2u,d6_3,d7,d8,e1,e1_1,e2,e2_1,e2_1_1c,e2_1_1t,e3_1,e4,e5,e6,e6_1,e7,e8,e9c,e9u,e9t,e10,e11,f1,f1_1,f2,f2_1,f3,f5,f6,f7,f8,f8_1,f9,f10,f11c,f11u,f11t,f12,f13,f14,f15,f16,f17,f18,f19,f19_1c,f19_1t,f19_2,f19_3,g1es,g1cn,g1cd,g2es,g2cn,g3,g4,g5,g6_1,g6_2,g6_3,g6_4,g6_1_1,g6_1_2,g6_1_3,g6_1_4,g6_1_5,g6_1_6,g6_1_7,g7,g7_1,g8,g8_1,g8_1_1_1,g8_1_1_2,g8_1_1_3,g8_1_1_4,g8_1_1_5,g8_1_2,g8_1_2_1_1,g8_1_2_1_2,g8_1_2_1_3,g8_1_2_1_4,g8_1_2_1_5,g9_1,g9_2,g9_3,g10,g10_1,g10_1c,g10_1t,g11c,g11t,g12_1,g12_2,g12_3,g12_4,g12_5,g12_6,g12_7,g12_8,h1,h1_1,h1_1_1,h1_1_2_1,h1_1_2_2,h1_1_3,i1_1,i1_2,i1_3,i1_4,i1_5,i2,i2_1,i2_1_1,i2_2,i2_3_1,i2_3_2,i2_3_3,i2_3_4,i2_3_5,i2_4,j1,j2,j2_1_1,j2_1_2,j2_1_3,j2_1_4,j2_1_5,j2_1_6,j3_1,j3_2,j3_3,j3_4,j4_1,j4_2,j4_3,k1,k1_1_1,k1_1_2,k1_1_3,k1_1_4,k1_1_5,k1_1_6,k1_1_7,k1_1_8,k1_1_9,k1_1_10,k2_1,k2_2,k2_3,l1,l1_1,l1_1_1,l1_2,l1_2_1e,l1_2_1m,l1_2_1u,l1_3,l2,l3,l3_1,oficio_mx,oficio_eua,nivel,filtro,estrato,upm,ponfin3
12602,1,62002,5,1,7,2,1,30,1,1,3,2,-4,-4,-4,1,2,2,6,2,6,4,0,4,0,2,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,25,25011,2,2,1,26,26017,2,2,-19,-19,4,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,650,1,2,1,260430001,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,8,1,-29,0,2,1,0,0,-30,-30,-30,1,2,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,3,2,-36,-36,-36,-36,2,2,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4023,402349640,4,4023,1,6,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,998,98,2,2,2,2,2,2,2,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,499,996,996,2,2,1,2,-76,-76,-76,1,1,2,7,-1,-1,4,1,51072,51072062002,24.696611
12702,1,62002,5,1,7,2,1,22,1,2,-2,-2,8,2,-5,3,2,2,3,2,6,2,0,2,0,2,2,2,6,0,-9,2,2,0,-11,2,2,3,2,3,2,1,25,25003,1,2,2,-17,-17,-17,-17,4,4019,21,6,1,-20,-20,1998,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,2,2,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,2,-52,-52,-52,-52,4,4019,401977000,4,4019,2,4,3,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,3,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,2,99,99,998,98,65,2,2,2,2,2,2,2,2,2,2,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,1,1,-76,-76,-76,2,2,3,-77,-2,-1,3,1,51072,51072062002,24.696611
12802,1,62002,5,1,7,2,1,36,1,2,-2,-2,11,3,-5,2,2,2,2,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,2,2,0,-11,1,-12,1,-13,3,2,1,17,17007,2,2,2,-17,-17,-17,-17,4,4013,12,6,2,0,2005,2008,1,2,2,2,2,2,-21,-21,2,-22,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,710,1,2,2,-50,12,5,9999999,99,99,2,2,4,236,2,2,-51,1,10,2,999999,3,4,4013,401355000,4,4013,2,3,4,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,7,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,2,1,1,998,98,3,5,2,2,2,2,2,2,2,2,1,1,-65,5,6,3,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,1,1,-76,-76,-76,1,1,1,4,-2,3,5,1,51072,51072062002,24.696611
12902,1,62002,5,1,7,2,1,28,1,1,2,2,-4,-4,-4,1,1,1,6,2,6,8,0,7,1,3,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,7,7013,1,1,-16,-16,-16,-16,1,-16,-16,15,1,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,9999999,99,2,1,260390001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,1,2,2,1100,1,2,2,2,2,4,2,-29,3,2,1,0,0,-30,-30,-30,1,2,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,1,3,9999999,99,1,2,2,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,5,97,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,15,1,2,2,2,2,2,2,2,2,1,1,-65,5,96,1,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,611,996,996,2,2,2,1,-76,-76,-76,1,1,2,7,-1,-1,3,1,51072,51072062002,24.696611
13002,1,62002,5,1,7,2,1,24,1,1,3,2,-4,-4,-4,1,2,2,6,2,6,6,1,3,0,2,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,3,2,1,13,13008,2,1,-16,-16,-16,-16,2,-16,-16,2,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,9999999,99,1,1,260430001,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,2,2,-29,4,7,0,0,1,0,-31,0,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,2,2,1,5,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,5,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,1,1,3,2,2,2,1,2,-58,-58,-58,-58,-58,2,2,2,2,-64,-64,-64,2,2,2,2,2,2,2,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,2,2,1,2,-76,-76,-76,1,1,2,3,-1,-1,4,1,51072,51072062002,24.696611
13102,1,62002,5,1,7,2,1,41,1,1,3,2,-4,-4,-4,1,2,2,6,2,5,2,0,2,0,1,1,1,-8,1,-9,0,-10,1,-11,1,-12,3,2,3,2,1,11,11013,1,1,-16,-16,-16,-16,1,-16,-16,2,3,2,2,2019,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,9999999,99,1,1,260020001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,1,2,2,9999999,99,2,2,2,2,3,2,-29,3,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,2,2,15,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4013,401355000,4,4013,2,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,2,3,2,2,2,2,2,2,2,2,2,2,3,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,1,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,713,996,996,2,2,1,1,-76,-76,-76,1,2,2,7,-1,-1,4,1,51072,51072062002,24.696611
13402,1,62002,5,1,7,2,1,18,1,1,3,2,-4,-4,-4,1,2,2,6,2,6,6,2,4,0,4,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,3,2,1,7,7101,2,1,-16,-16,-16,-16,2,-16,-16,7,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,6000,1,2,1,260430001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,6,1,-29,0,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,2,6,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,5,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,7,2,2,2,1,2,1,2,2,2,1,1,-65,5,96,2,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,2,2,2,1,-76,-76,-76,1,1,2,7,-1,-1,4,1,51072,51072062002,24.696611
13502,1,62002,5,1,7,2,1,19,1,2,-2,-2,8,2,-5,3,2,2,1,2,6,4,0,4,0,2,2,2,2,0,-9,0,-10,0,-11,1,-12,2,1,3,2,1,9,9010,2,2,2,-17,-17,-17,-17,4,4013,15,6,1,-20,-20,2005,1,2,2,2,2,2,-21,-21,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,2,5,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,2,-52,-52,-52,-52,4,4013,401355000,4,4013,2,3,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,6,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,1,1,2,998,98,20,2,2,2,1,2,1,2,2,2,1,1,-65,5,6,2,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,1,1,2,7,-2,-1,3,1,51072,51072062002,24.696611
13602,1,62002,5,1,7,2,1,23,1,2,-2,-2,12,3,-5,3,2,2,1,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,0,-10,0,-11,2,2,2,2,3,2,1,25,25006,2,2,2,-17,-17,-17,-17,4,4013,24,6,1,-20,-20,1998,1,2,2,2,2,2,-21,-21,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,511,1,2,2,-50,8,5,18,2,1,1,2,4,722,2,2,-51,2,-52,-52,-52,-52,4,4013,401354050,4,4013,2,3,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,7,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,1,1,2,998,98,21,2,2,2,1,2,1,2,2,2,1,1,-65,6,5,1,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,2,-76,-76,-76,2,1,2,7,-2,5,6,1,51072,51072062002,24.696611
13702,1,62002,5,1,7,2,1,40,1,2,-2,-2,3,4,-5,3,2,2,1,2,4,1,-7,-7,-7,-7,-7,-7,-7,0,-9,2,2,0,-11,2,2,2,2,1,-14,1,9,9016,2,2,2,-17,-17,-17,-17,4,4013,38,6,1,-20,-20,1982,1,2,2,2,2,2,-21,-21,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,2,5,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,2,-52,-52,-52,-52,4,4013,401355000,4,4013,2,4,4,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,5,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,1,1,4,998,98,6,5,2,2,1,2,1,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,2,-76,-76,-76,2,1,2,7,-2,-1,7,1,51072,51072062002,24.696611
13802,1,62002,5,1,7,2,1,35,1,2,-2,-2,12,3,-5,3,2,2,1,2,5,4,0,4,0,2,1,1,-8,2,1,0,-10,2,1,2,2,2,2,3,2,1,15,15027,1,2,2,-17,-17,-17,-17,4,4019,30,6,1,-20,-20,1990,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,-45,1,-47,1,421,1,1,1,2,8,5,22,2,1,1,1,3,722,2,2,-51,2,-52,-52,-52,-52,4,4019,401977000,4,4019,2,1,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,3,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,15,2,2,2,1,2,1,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,1,-76,-76,-76,1,1,2,7,-2,4,6,1,51072,51072062002,24.696611
13902,1,62002,5,1,7,2,1,26,1,1,3,3,-4,-4,-4,1,2,2,6,2,5,2,0,2,0,2,1,1,-8,1,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,13,13022,1,1,-16,-16,-16,-16,1,-16,-16,3,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,5000,1,1,1,260600044,4,1,2,-27,-27,-27,-27,2,2,1,2,2,1,2,2,600,1,2,2,2,2,2,2,-29,3,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,6000,2,2,2,2,1,-37,1,-39,-39,-39,923,1,2,2,-44,8,6,900,1,3,2,311,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,3,2,2,2,1,2,1,2,2,2,1,1,-65,5,96,1,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,959,996,996,2,2,2,1,-76,-76,-76,1,1,1,4,2,-1,6,1,51072,51072062002,24.696611
14003,1,72003,5,1,7,2,1,25,1,1,3,2,-4,-4,-4,1,1,1,6,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,7,7013,1,1,-16,-16,-16,-16,1,-16,-16,3,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,5000,1,1,1,260020001,4,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,14,1,-29,0,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,6000,2,2,2,2,1,-37,1,-39,-39,-39,511,1,1,1,2,9,6,1500,1,3,3,722,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,3,2,2,2,1,2,1,2,2,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,321,996,996,2,2,2,1,-76,-76,-76,1,2,2,6,5,-1,4,1,51072,51072072003,24.696611
14103,1,72003,5,1,7,2,1,39,1,1,3,3,-4,-4,-4,1,2,2,6,2,5,2,0,2,0,1,1,1,-8,1,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,18,18001,2,1,-16,-16,-16,-16,2,-16,-16,15,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,5000,1,1,1,260020001,4,1,2,-27,-27,-27,-27,2,2,1,2,1,2,2,2,800,1,2,2,2,2,2,2,-29,3,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,2,2,1,5,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,15,2,2,2,1,2,1,2,2,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,2,2,2,1,-76,-76,-76,2,1,2,7,-1,-1,6,1,51072,51072072003,24.696611
14603,1,72003,5,1,7,2,1,30,1,2,-2,-2,12,3,-5,3,2,2,1,2,5,2,0,2,0,2,1,1,-8,2,2,0,-10,0,-11,2,2,2,2,2,2,1,15,15025,2,2,2,-17,-17,-17,-17,6,6037,28,6,1,-20,-20,1992,1,2,2,2,2,2,-21,-21,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,7,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6037,603736056,6,6037,2,1,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,7,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,1,1,3,998,98,6,5,2,2,1,2,1,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,1,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,2,-76,-76,-76,2,1,2,7,-2,-1,6,1,51072,51072072003,24.696611
